ID,Date,Element,Data_Value
RSM00020891,2014-11-29,TMAX,-320
RSM00020891,2011-11-07,TMIN,-171
RSM00020891,2012-03-29,TMIN,-381
RSM00020891,2005-05-30,TMIN,-35
RSM00020891,2005-05-30,TMAX,27
RSM00020891,2006-07-27,TMIN,153
RSM00020891,2006-07-27,TMAX,257
RSM00020891,2006-08-28,TMIN,50
RSM00020891,2009-07-01,TMIN,105
RSM00020891,2009-07-01,TMAX,147
RSM00020891,2013-03-05,TMAX,-283
RSM00020891,2013-03-05,TMIN,-349
RSM00020891,2009-04-07,TMAX,-32
RSM00020891,2009-04-07,TMIN,-191
RSM00020891,2007-04-23,TMIN,-183
RSM00020891,2007-04-23,TMAX,-79
RSM00020891,2012-11-12,TMAX,-192
RSM00020891,2006-08-28,TMAX,83
RSM00020891,2012-11-12,TMIN,-261
RSM00020891,2010-06-08,TMIN,77
RSM00020891,2009-12-06,TMAX,-373
RSM00020891,2009-12-06,TMIN,-410
RSM00020891,2008-01-21,TMAX,-95
RSM00020891,2008-01-21,TMIN,-146
RSM00020891,2007-11-19,TMAX,-259
RSM00020891,2007-11-19,TMIN,-330
RSM00020891,2012-04-14,TMAX,-101
RSM00020891,2012-09-01,TMIN,16
RSM00020891,2012-09-01,TMAX,93
RSM00020891,2012-04-14,TMIN,-205
RSM00020891,2005-03-16,TMAX,-323
RSM00020891,2005-03-16,TMIN,-398
RSM00020891,2008-03-27,TMAX,-111
RSM00020891,2010-06-08,TMAX,159
RSM00020891,2009-01-31,TMIN,-397
RSM00020891,2009-01-31,TMAX,-331
RSM00020891,2009-05-21,TMIN,-92
RSM00020891,2006-01-30,TMIN,-350
RSM00020891,2006-01-30,TMAX,-308
RSM00020891,2013-06-10,TMIN,0
RSM00020891,2013-06-10,TMAX,22
RSM00020891,2006-03-20,TMAX,-294
RSM00020891,2006-03-20,TMIN,-384
RSM00020891,2009-08-27,TMIN,67
RSM00020891,2009-08-27,TMAX,176
RSM00020891,2007-11-12,TMIN,-234
RSM00020891,2007-11-12,TMAX,-94
RSM00020891,2008-11-27,TMIN,-314
RSM00020891,2008-11-27,TMAX,-281
RSM00020891,2005-01-14,TMIN,-321
RSM00020891,2005-01-14,TMAX,-256
RSM00020891,2013-10-23,TMIN,-97
RSM00020891,2013-10-23,TMAX,-65
RSM00020891,2005-07-22,TMIN,52
RSM00020891,2009-05-21,TMAX,-60
RSM00020891,2011-10-03,TMAX,22
RSM00020891,2011-10-03,TMIN,-18
RSM00020891,2014-06-19,TMAX,233
RSM00020891,2014-11-30,TMIN,-368
RSM00020891,2007-10-23,TMIN,-202
RSM00020891,2008-03-27,TMIN,-211
RSM00020891,2014-01-21,TMIN,-385
RSM00020891,2014-05-08,TMAX,-87
RSM00020891,2010-01-05,TMAX,-106
RSM00020891,2007-10-23,TMAX,-133
RSM00020891,2010-01-05,TMIN,-329
RSM00020891,2015-09-01,TMAX,69
RSM00020891,2005-07-22,TMAX,143
RSM00020891,2014-01-21,TMAX,-363
RSM00020891,2014-08-21,TMAX,83
RSM00020891,2014-08-21,TMIN,29
RSM00020891,2013-08-15,TMAX,153
RSM00020891,2013-10-22,TMIN,-67
RSM00020891,2013-10-22,TMAX,-39
RSM00020891,2012-05-07,TMAX,-50
RSM00020891,2006-04-27,TMIN,-253
RSM00020891,2006-04-27,TMAX,-139
RSM00020891,2015-08-06,TMAX,84
RSM00020891,2010-03-17,TMIN,-271
RSM00020891,2010-03-17,TMAX,-189
RSM00020891,2015-08-06,TMIN,44
RSM00020891,2009-01-04,TMAX,-94
RSM00020891,2015-11-18,TMIN,-217
RSM00020891,2009-01-04,TMIN,-142
RSM00020891,2005-05-04,TMAX,7
RSM00020891,2012-08-31,TMIN,9
RSM00020891,2012-08-31,TMAX,73
RSM00020891,2005-05-04,TMIN,-75
RSM00020891,2015-11-18,TMAX,-148
RSM00020891,2007-06-25,TMIN,35
RSM00020891,2005-03-05,TMIN,-289
RSM00020891,2005-03-05,TMAX,-251
RSM00020891,2007-06-25,TMAX,104
RSM00020891,2013-01-07,TMAX,-362
RSM00020891,2013-01-07,TMIN,-405
RSM00020891,2011-05-29,TMIN,75
RSM00020891,2006-12-23,TMAX,-105
RSM00020891,2006-12-23,TMIN,-137
RSM00020891,2013-03-06,TMAX,-312
RSM00020891,2011-02-16,TMIN,-311
RSM00020891,2011-02-16,TMAX,-252
RSM00020891,2006-09-29,TMAX,41
RSM00020891,2006-09-29,TMIN,-55
RSM00020891,2013-03-06,TMIN,-372
RSM00020891,2012-03-29,TMAX,-160
RSM00020891,2011-05-29,TMAX,200
RSM00020891,2008-07-16,TMIN,103
RSM00020891,2007-01-03,TMAX,-167
RSM00020891,2006-06-03,TMAX,9
RSM00020891,2006-06-03,TMIN,-8
RSM00020891,2013-08-15,TMIN,47
RSM00020891,2007-01-03,TMIN,-265
RSM00020891,2011-03-19,TMIN,-112
RSM00020891,2011-03-19,TMAX,-80
RSM00020891,2010-02-03,TMAX,-312
RSM00020891,2010-02-03,TMIN,-366
RSM00020891,2005-10-05,TMIN,-42
RSM00020891,2005-10-05,TMAX,9
RSM00020891,2005-12-02,TMAX,-295
RSM00020891,2005-12-02,TMIN,-330
RSM00020891,2008-09-23,TMAX,-53
RSM00020891,2008-09-23,TMIN,-85
RSM00020891,2013-06-09,TMIN,-7
RSM00020891,2013-06-09,TMAX,56
RSM00020891,2008-07-16,TMAX,160
RSM00020891,2006-01-29,TMAX,-290
RSM00020891,2006-01-29,TMIN,-313
RSM00020891,2015-01-06,TMIN,-423
RSM00020891,2006-11-11,TMIN,-226
RSM00020891,2006-11-11,TMAX,-131
RSM00020891,2012-05-07,TMIN,-115
RSM00020891,2007-02-02,TMAX,-369
RSM00020891,2015-12-16,TMAX,-242
RSM00020891,2014-01-22,TMIN,-385
RSM00020891,2009-10-28,TMAX,-174
RSM00020891,2009-10-28,TMIN,-234
RSM00020891,2009-01-15,TMAX,-124
RSM00020891,2009-01-15,TMIN,-204
RSM00020891,2007-02-02,TMIN,-395
RSM00020891,2015-07-03,TMIN,35
RSM00020891,2013-01-06,TMIN,-388
RSM00020891,2008-08-21,TMAX,99
RSM00020891,2013-06-04,TMAX,133
RSM00020891,2010-10-28,TMAX,-183
RSM00020891,2012-02-20,TMAX,-191
RSM00020891,2009-04-26,TMIN,6
RSM00020891,2009-04-26,TMAX,60
RSM00020891,2012-06-23,TMAX,252
RSM00020891,2012-06-23,TMIN,154
RSM00020891,2006-06-06,TMAX,101
RSM00020891,2006-06-06,TMIN,2
RSM00020891,2013-01-05,TMIN,-389
RSM00020891,2013-01-05,TMAX,-336
RSM00020891,2009-02-25,TMIN,-341
RSM00020891,2009-02-25,TMAX,-275
RSM00020891,2007-12-17,TMIN,-479
RSM00020891,2013-06-04,TMIN,38
RSM00020891,2006-11-14,TMAX,-225
RSM00020891,2012-05-06,TMIN,-52
RSM00020891,2012-05-06,TMAX,24
RSM00020891,2007-12-17,TMAX,-384
RSM00020891,2005-02-14,TMIN,-342
RSM00020891,2008-05-19,TMIN,-69
RSM00020891,2008-05-19,TMAX,46
RSM00020891,2005-02-14,TMAX,-298
RSM00020891,2007-05-28,TMAX,97
RSM00020891,2007-05-28,TMIN,24
RSM00020891,2013-03-10,TMAX,-181
RSM00020891,2010-11-06,TMAX,-89
RSM00020891,2009-09-15,TMAX,28
RSM00020891,2009-09-15,TMIN,4
RSM00020891,2014-01-29,TMIN,-493
RSM00020891,2006-11-14,TMIN,-259
RSM00020891,2012-02-20,TMIN,-231
RSM00020891,2007-11-04,TMIN,-380
RSM00020891,2007-11-04,TMAX,-276
RSM00020891,2010-11-18,TMAX,-171
RSM00020891,2013-03-09,TMAX,-198
RSM00020891,2013-03-09,TMIN,-416
RSM00020891,2005-05-13,TMAX,-26
RSM00020891,2011-12-02,TMAX,-113
RSM00020891,2011-12-02,TMIN,-129
RSM00020891,2007-03-06,TMAX,-174
RSM00020891,2007-03-06,TMIN,-229
RSM00020891,2007-09-28,TMAX,-5
RSM00020891,2007-09-28,TMIN,-17
RSM00020891,2011-03-30,TMAX,-78
RSM00020891,2011-09-05,TMAX,70
RSM00020891,2011-09-05,TMIN,19
RSM00020891,2011-03-30,TMIN,-105
RSM00020891,2013-10-19,TMIN,-137
RSM00020891,2013-10-19,TMAX,-86
RSM00020891,2010-02-05,TMAX,-266
RSM00020891,2010-10-28,TMIN,-225
RSM00020891,2010-09-20,TMIN,-22
RSM00020891,2010-09-20,TMAX,14
RSM00020891,2008-01-03,TMIN,-424
RSM00020891,2008-01-03,TMAX,-270
RSM00020891,2013-08-18,TMIN,20
RSM00020891,2008-10-17,TMIN,-175
RSM00020891,2013-08-18,TMAX,107
RSM00020891,2012-11-15,TMAX,-210
RSM00020891,2012-08-27,TMAX,105
RSM00020891,2012-08-27,TMIN,47
RSM00020891,2007-04-22,TMAX,-28
RSM00020891,2007-04-22,TMIN,-113
RSM00020891,2010-02-05,TMIN,-347
RSM00020891,2012-11-15,TMIN,-336
RSM00020891,2008-10-17,TMAX,-104
RSM00020891,2009-10-25,TMIN,-225
RSM00020891,2010-10-09,TMIN,-195
RSM00020891,2011-05-30,TMIN,85
RSM00020891,2010-06-11,TMAX,237
RSM00020891,2010-06-11,TMIN,110
RSM00020891,2015-01-09,TMAX,-301
RSM00020891,2015-01-09,TMIN,-324
RSM00020891,2008-01-30,TMAX,-176
RSM00020891,2008-01-30,TMIN,-211
RSM00020891,2010-05-05,TMIN,-149
RSM00020891,2014-01-30,TMIN,-475
RSM00020891,2010-05-05,TMAX,-75
RSM00020891,2005-07-20,TMIN,40
RSM00020891,2005-07-20,TMAX,195
RSM00020891,2010-03-15,TMIN,-333
RSM00020891,2010-03-15,TMAX,-195
RSM00020891,2013-10-18,TMIN,-134
RSM00020891,2013-10-18,TMAX,-99
RSM00020891,2011-02-04,TMAX,-370
RSM00020891,2007-08-09,TMIN,70
RSM00020891,2015-08-07,TMAX,73
RSM00020891,2012-11-16,TMIN,-337
RSM00020891,2009-12-08,TMIN,-429
RSM00020891,2009-12-08,TMAX,-395
RSM00020891,2012-11-16,TMAX,-319
RSM00020891,2011-05-30,TMAX,191
RSM00020891,2008-03-28,TMIN,-231
RSM00020891,2007-07-24,TMIN,99
RSM00020891,2007-07-24,TMAX,185
RSM00020891,2014-11-28,TMIN,-449
RSM00020891,2011-02-04,TMIN,-417
RSM00020891,2010-09-12,TMAX,58
RSM00020891,2010-09-12,TMIN,5
RSM00020891,2008-03-28,TMAX,-45
RSM00020891,2010-11-18,TMIN,-274
RSM00020891,2007-03-28,TMIN,-188
RSM00020891,2013-06-03,TMAX,157
RSM00020891,2010-10-09,TMAX,-70
RSM00020891,2009-10-25,TMAX,-175
RSM00020891,2008-03-06,TMIN,-336
RSM00020891,2008-03-06,TMAX,-303
RSM00020891,2013-03-10,TMIN,-308
RSM00020891,2010-11-06,TMIN,-218
RSM00020891,2005-01-27,TMIN,-193
RSM00020891,2005-01-27,TMAX,-160
RSM00020891,2012-08-26,TMIN,42
RSM00020891,2012-08-26,TMAX,111
RSM00020891,2009-08-26,TMIN,63
RSM00020891,2007-01-20,TMAX,-218
RSM00020891,2007-01-20,TMIN,-290
RSM00020891,2009-08-26,TMAX,176
RSM00020891,2006-01-25,TMIN,-182
RSM00020891,2006-01-25,TMAX,-167
RSM00020891,2008-04-27,TMAX,39
RSM00020891,2013-06-03,TMIN,52
RSM00020891,2008-11-30,TMIN,-316
RSM00020891,2008-11-30,TMAX,-272
RSM00020891,2011-03-09,TMIN,-309
RSM00020891,2011-03-09,TMAX,-255
RSM00020891,2011-11-06,TMAX,-170
RSM00020891,2007-03-28,TMAX,-104
RSM00020891,2006-07-24,TMAX,296
RSM00020891,2005-12-04,TMAX,-98
RSM00020891,2006-07-24,TMIN,166
RSM00020891,2011-11-06,TMIN,-259
RSM00020891,2014-05-04,TMAX,-24
RSM00020891,2014-05-04,TMIN,-153
RSM00020891,2008-04-27,TMIN,-22
RSM00020891,2005-12-04,TMIN,-216
RSM00020891,2013-01-06,TMAX,-341
RSM00020891,2005-08-12,TMIN,27
RSM00020891,2006-01-26,TMIN,-246
RSM00020891,2013-08-17,TMAX,76
RSM00020891,2013-08-17,TMIN,45
RSM00020891,2012-05-21,TMIN,-83
RSM00020891,2015-10-21,TMAX,-163
RSM00020891,2015-10-21,TMIN,-207
RSM00020891,2015-06-13,TMAX,74
RSM00020891,2015-06-13,TMIN,50
RSM00020891,2008-07-17,TMAX,188
RSM00020891,2008-07-17,TMIN,98
RSM00020891,2013-03-08,TMAX,-352
RSM00020891,2013-03-08,TMIN,-421
RSM00020891,2010-12-20,TMAX,-274
RSM00020891,2010-12-20,TMIN,-420
RSM00020891,2013-10-20,TMIN,-110
RSM00020891,2011-08-14,TMAX,232
RSM00020891,2010-03-16,TMIN,-296
RSM00020891,2013-10-20,TMAX,-74
RSM00020891,2006-06-05,TMAX,127
RSM00020891,2006-06-05,TMIN,33
RSM00020891,2011-10-02,TMIN,18
RSM00020891,2011-10-02,TMAX,47
RSM00020891,2008-10-09,TMAX,-67
RSM00020891,2008-10-09,TMIN,-154
RSM00020891,2008-01-15,TMIN,-222
RSM00020891,2008-01-15,TMAX,-166
RSM00020891,2005-05-08,TMIN,-43
RSM00020891,2005-05-08,TMAX,40
RSM00020891,2012-06-03,TMIN,37
RSM00020891,2012-03-14,TMAX,-248
RSM00020891,2012-03-14,TMIN,-368
RSM00020891,2010-03-16,TMAX,-191
RSM00020891,2011-08-14,TMIN,104
RSM00020891,2012-05-21,TMAX,18
RSM00020891,2010-07-31,TMIN,40
RSM00020891,2008-08-21,TMIN,74
RSM00020891,2014-11-03,TMAX,-249
RSM00020891,2014-11-03,TMIN,-271
RSM00020891,2006-01-27,TMIN,-318
RSM00020891,2015-04-11,TMAX,-4
RSM00020891,2006-01-27,TMAX,-238
RSM00020891,2005-12-03,TMAX,-106
RSM00020891,2005-12-03,TMIN,-330
RSM00020891,2013-06-06,TMIN,-9
RSM00020891,2013-06-06,TMAX,86
RSM00020891,2007-11-30,TMAX,-355
RSM00020891,2015-06-29,TMIN,91
RSM00020891,2015-06-29,TMAX,165
RSM00020891,2007-11-30,TMIN,-403
RSM00020891,2011-12-23,TMIN,-356
RSM00020891,2011-12-23,TMAX,-314
RSM00020891,2011-10-21,TMAX,-80
RSM00020891,2009-07-31,TMAX,101
RSM00020891,2009-07-31,TMIN,62
RSM00020891,2010-07-31,TMAX,66
RSM00020891,2012-11-14,TMIN,-236
RSM00020891,2012-11-14,TMAX,-202
RSM00020891,2005-09-11,TMIN,49
RSM00020891,2012-06-03,TMAX,161
RSM00020891,2005-09-11,TMAX,158
RSM00020891,2008-08-10,TMAX,199
RSM00020891,2008-08-10,TMIN,68
RSM00020891,2009-12-07,TMAX,-396
RSM00020891,2015-10-18,TMAX,-68
RSM00020891,2015-10-18,TMIN,-108
RSM00020891,2011-10-21,TMIN,-171
RSM00020891,2009-12-07,TMIN,-431
RSM00020891,2009-06-20,TMAX,126
RSM00020891,2009-06-20,TMIN,75
RSM00020891,2010-01-04,TMIN,-383
RSM00020891,2010-06-10,TMAX,202
RSM00020891,2010-06-10,TMIN,68
RSM00020891,2005-11-08,TMIN,-340
RSM00020891,2015-03-31,TMIN,-314
RSM00020891,2015-03-31,TMAX,-226
RSM00020891,2005-11-08,TMAX,-240
RSM00020891,2011-06-27,TMIN,53
RSM00020891,2011-06-27,TMAX,120
RSM00020891,2012-01-14,TMIN,-358
RSM00020891,2008-06-07,TMAX,-11
RSM00020891,2012-01-14,TMAX,-265
RSM00020891,2008-06-07,TMIN,-45
RSM00020891,2005-10-04,TMIN,-49
RSM00020891,2005-10-04,TMAX,9
RSM00020891,2013-06-05,TMIN,1
RSM00020891,2013-06-05,TMAX,69
RSM00020891,2010-08-24,TMIN,91
RSM00020891,2005-08-12,TMAX,93
RSM00020891,2007-01-11,TMAX,-106
RSM00020891,2014-08-23,TMAX,173
RSM00020891,2014-05-05,TMAX,-34
RSM00020891,2014-05-05,TMIN,-110
RSM00020891,2007-01-11,TMIN,-183
RSM00020891,2007-12-24,TMIN,-324
RSM00020891,2008-10-21,TMAX,-101
RSM00020891,2010-09-23,TMAX,10
RSM00020891,2015-01-08,TMAX,-262
RSM00020891,2007-05-07,TMAX,-76
RSM00020891,2008-10-21,TMIN,-264
RSM00020891,2010-09-23,TMIN,-38
RSM00020891,2010-08-24,TMAX,175
RSM00020891,2007-05-07,TMIN,-115
RSM00020891,2006-01-26,TMAX,-170
RSM00020891,2007-12-24,TMAX,-224
RSM00020891,2006-03-22,TMIN,-348
RSM00020891,2010-01-04,TMAX,-317
RSM00020891,2014-10-04,TMIN,-69
RSM00020891,2006-04-26,TMIN,-244
RSM00020891,2006-09-28,TMIN,-18
RSM00020891,2006-09-28,TMAX,45
RSM00020891,2009-10-26,TMIN,-231
RSM00020891,2009-10-26,TMAX,-181
RSM00020891,2008-12-21,TMIN,-163
RSM00020891,2008-12-21,TMAX,-84
RSM00020891,2015-03-05,TMIN,-360
RSM00020891,2008-11-01,TMAX,-142
RSM00020891,2008-11-01,TMIN,-189
RSM00020891,2006-04-26,TMAX,-114
RSM00020891,2006-11-13,TMAX,-113
RSM00020891,2007-09-14,TMIN,-16
RSM00020891,2006-11-13,TMIN,-253
RSM00020891,2007-09-14,TMAX,55
RSM00020891,2006-03-22,TMAX,-274
RSM00020891,2015-07-15,TMIN,136
RSM00020891,2015-07-15,TMAX,253
RSM00020891,2012-08-28,TMAX,102
RSM00020891,2012-08-28,TMIN,60
RSM00020891,2009-03-13,TMIN,-457
RSM00020891,2006-08-29,TMIN,44
RSM00020891,2006-07-25,TMAX,292
RSM00020891,2009-03-13,TMAX,-384
RSM00020891,2006-08-29,TMAX,85
RSM00020891,2012-04-15,TMIN,-245
RSM00020891,2005-06-09,TMAX,52
RSM00020891,2005-06-09,TMIN,3
RSM00020891,2012-04-15,TMAX,-134
RSM00020891,2006-07-25,TMIN,179
RSM00020891,2005-05-17,TMAX,15
RSM00020891,2005-03-04,TMAX,-194
RSM00020891,2008-12-09,TMIN,-434
RSM00020891,2005-10-14,TMAX,-43
RSM00020891,2007-02-27,TMAX,-462
RSM00020891,2007-02-27,TMIN,-534
RSM00020891,2009-01-16,TMIN,-302
RSM00020891,2009-01-16,TMAX,-195
RSM00020891,2007-11-17,TMAX,-138
RSM00020891,2007-11-17,TMIN,-210
RSM00020891,2007-08-25,TMAX,87
RSM00020891,2007-08-25,TMIN,20
RSM00020891,2007-05-22,TMAX,-51
RSM00020891,2014-05-29,TMAX,65
RSM00020891,2007-05-22,TMIN,-108
RSM00020891,2015-05-17,TMAX,22
RSM00020891,2015-05-17,TMIN,-41
RSM00020891,2005-10-14,TMIN,-69
RSM00020891,2009-04-11,TMIN,-278
RSM00020891,2008-05-29,TMIN,2
RSM00020891,2008-05-29,TMAX,87
RSM00020891,2013-02-05,TMAX,-426
RSM00020891,2013-02-05,TMIN,-448
RSM00020891,2014-12-10,TMAX,-262
RSM00020891,2010-01-13,TMIN,-236
RSM00020891,2010-01-13,TMAX,-205
RSM00020891,2012-10-07,TMIN,-134
RSM00020891,2012-10-07,TMAX,-37
RSM00020891,2006-12-31,TMAX,-216
RSM00020891,2009-04-15,TMAX,-30
RSM00020891,2009-04-15,TMIN,-180
RSM00020891,2006-12-31,TMIN,-260
RSM00020891,2014-12-18,TMAX,-177
RSM00020891,2009-04-11,TMAX,-167
RSM00020891,2006-10-20,TMIN,-173
RSM00020891,2006-10-20,TMAX,-109
RSM00020891,2010-08-29,TMIN,102
RSM00020891,2005-06-03,TMIN,6
RSM00020891,2009-11-25,TMIN,-305
RSM00020891,2015-09-17,TMIN,28
RSM00020891,2014-08-05,TMAX,110
RSM00020891,2014-08-05,TMIN,57
RSM00020891,2014-06-07,TMAX,118
RSM00020891,2013-11-17,TMIN,-322
RSM00020891,2013-11-17,TMAX,-149
RSM00020891,2009-11-17,TMIN,-249
RSM00020891,2009-11-17,TMAX,-115
RSM00020891,2008-04-15,TMIN,-313
RSM00020891,2008-04-15,TMAX,-215
RSM00020891,2006-08-19,TMAX,90
RSM00020891,2013-07-13,TMIN,138
RSM00020891,2013-07-13,TMAX,220
RSM00020891,2006-08-19,TMIN,31
RSM00020891,2012-04-06,TMAX,3
RSM00020891,2010-08-29,TMAX,140
RSM00020891,2012-03-03,TMAX,-194
RSM00020891,2012-03-03,TMIN,-273
RSM00020891,2006-08-12,TMAX,110
RSM00020891,2006-08-12,TMIN,24
RSM00020891,2008-10-04,TMIN,-29
RSM00020891,2015-05-16,TMIN,-67
RSM00020891,2010-03-30,TMAX,-164
RSM00020891,2008-10-04,TMAX,1
RSM00020891,2013-12-06,TMIN,-340
RSM00020891,2013-12-06,TMAX,-209
RSM00020891,2013-07-27,TMIN,95
RSM00020891,2013-07-27,TMAX,210
RSM00020891,2012-04-06,TMIN,-56
RSM00020891,2010-03-30,TMIN,-227
RSM00020891,2005-02-11,TMIN,-306
RSM00020891,2013-01-23,TMIN,-378
RSM00020891,2008-12-28,TMIN,-224
RSM00020891,2015-08-27,TMIN,27
RSM00020891,2006-05-16,TMAX,-33
RSM00020891,2006-05-16,TMIN,-158
RSM00020891,2015-08-27,TMAX,117
RSM00020891,2006-02-23,TMIN,-200
RSM00020891,2006-02-23,TMAX,-174
RSM00020891,2014-10-19,TMIN,-247
RSM00020891,2014-10-19,TMAX,-190
RSM00020891,2011-11-19,TMAX,-157
RSM00020891,2011-11-19,TMIN,-238
RSM00020891,2005-09-03,TMAX,165
RSM00020891,2015-05-29,TMIN,-50
RSM00020891,2015-07-07,TMAX,183
RSM00020891,2015-05-29,TMAX,7
RSM00020891,2012-01-18,TMIN,-358
RSM00020891,2010-10-15,TMIN,-156
RSM00020891,2009-08-07,TMIN,44
RSM00020891,2009-08-07,TMAX,103
RSM00020891,2005-09-03,TMIN,40
RSM00020891,2005-04-09,TMIN,-157
RSM00020891,2005-04-09,TMAX,-18
RSM00020891,2008-07-05,TMAX,99
RSM00020891,2008-07-05,TMIN,53
RSM00020891,2012-10-06,TMIN,-106
RSM00020891,2008-01-18,TMIN,-388
RSM00020891,2012-10-06,TMAX,-37
RSM00020891,2006-03-07,TMAX,-312
RSM00020891,2006-03-07,TMIN,-366
RSM00020891,2011-08-20,TMIN,61
RSM00020891,2011-08-20,TMAX,115
RSM00020891,2010-10-15,TMAX,-81
RSM00020891,2012-01-18,TMAX,-313
RSM00020891,2009-06-12,TMAX,32
RSM00020891,2009-06-12,TMIN,0
RSM00020891,2008-12-28,TMAX,-185
RSM00020891,2011-07-12,TMIN,130
RSM00020891,2011-07-12,TMAX,206
RSM00020891,2005-03-12,TMIN,-303
RSM00020891,2005-10-18,TMAX,-141
RSM00020891,2005-10-18,TMIN,-207
RSM00020891,2005-03-12,TMAX,-213
RSM00020891,2007-06-19,TMIN,20
RSM00020891,2007-06-19,TMAX,118
RSM00020891,2011-07-18,TMAX,213
RSM00020891,2011-07-18,TMIN,100
RSM00020891,2011-02-15,TMIN,-394
RSM00020891,2006-10-11,TMIN,-76
RSM00020891,2006-10-11,TMAX,-39
RSM00020891,2011-05-20,TMIN,-9
RSM00020891,2005-04-11,TMAX,-169
RSM00020891,2005-04-11,TMIN,-256
RSM00020891,2005-08-01,TMAX,110
RSM00020891,2005-08-01,TMIN,39
RSM00020891,2013-07-12,TMAX,212
RSM00020891,2013-07-12,TMIN,104
RSM00020891,2010-05-23,TMIN,20
RSM00020891,2010-05-23,TMAX,90
RSM00020891,2013-01-23,TMAX,-346
RSM00020891,2012-10-23,TMIN,-267
RSM00020891,2013-12-07,TMIN,-239
RSM00020891,2013-12-07,TMAX,-193
RSM00020891,2013-11-16,TMAX,-255
RSM00020891,2013-11-16,TMIN,-320
RSM00020891,2011-02-15,TMAX,-311
RSM00020891,2011-05-20,TMAX,24
RSM00020891,2012-10-23,TMAX,-181
RSM00020891,2005-06-03,TMAX,51
RSM00020891,2012-10-08,TMAX,-32
RSM00020891,2012-10-08,TMIN,-103
RSM00020891,2013-02-03,TMIN,-475
RSM00020891,2011-11-18,TMAX,-163
RSM00020891,2011-11-18,TMIN,-207
RSM00020891,2011-02-09,TMAX,-409
RSM00020891,2007-09-16,TMIN,-15
RSM00020891,2011-02-09,TMIN,-437
RSM00020891,2006-02-25,TMIN,-179
RSM00020891,2006-02-25,TMAX,-154
RSM00020891,2008-07-04,TMAX,128
RSM00020891,2007-09-16,TMAX,39
RSM00020891,2008-07-04,TMIN,51
RSM00020891,2015-11-13,TMIN,-217
RSM00020891,2014-10-25,TMIN,-195
RSM00020891,2013-12-04,TMAX,-268
RSM00020891,2013-02-03,TMAX,-403
RSM00020891,2013-12-04,TMIN,-343
RSM00020891,2008-03-18,TMAX,-363
RSM00020891,2010-07-16,TMAX,190
RSM00020891,2010-07-16,TMIN,126
RSM00020891,2009-01-02,TMAX,-161
RSM00020891,2015-07-31,TMAX,189
RSM00020891,2014-05-30,TMAX,45
RSM00020891,2006-10-19,TMAX,-168
RSM00020891,2013-11-18,TMIN,-150
RSM00020891,2006-10-19,TMIN,-246
RSM00020891,2013-11-18,TMAX,-92
RSM00020891,2009-01-02,TMIN,-222
RSM00020891,2014-12-17,TMIN,-207
RSM00020891,2012-01-17,TMIN,-384
RSM00020891,2012-01-17,TMAX,-333
RSM00020891,2008-03-18,TMIN,-430
RSM00020891,2012-04-03,TMAX,-82
RSM00020891,2010-04-04,TMIN,-286
RSM00020891,2010-04-04,TMAX,-170
RSM00020891,2007-01-15,TMAX,-206
RSM00020891,2007-01-15,TMIN,-270
RSM00020891,2005-01-06,TMAX,-326
RSM00020891,2005-01-06,TMIN,-358
RSM00020891,2006-12-29,TMIN,-325
RSM00020891,2006-12-29,TMAX,-235
RSM00020891,2009-01-29,TMIN,-416
RSM00020891,2011-07-13,TMIN,91
RSM00020891,2011-07-13,TMAX,197
RSM00020891,2009-11-18,TMIN,-226
RSM00020891,2013-07-15,TMIN,172
RSM00020891,2009-11-18,TMAX,-187
RSM00020891,2013-07-15,TMAX,249
RSM00020891,2009-01-29,TMAX,-331
RSM00020891,2015-03-01,TMIN,-374
RSM00020891,2007-11-02,TMAX,-181
RSM00020891,2007-11-02,TMIN,-291
RSM00020891,2012-04-03,TMIN,-268
RSM00020891,2009-01-03,TMAX,-120
RSM00020891,2009-01-03,TMIN,-204
RSM00020891,2006-08-13,TMAX,88
RSM00020891,2006-08-13,TMIN,33
RSM00020891,2013-07-26,TMIN,93
RSM00020891,2012-10-09,TMIN,-107
RSM00020891,2013-07-26,TMAX,208
RSM00020891,2005-01-10,TMIN,-281
RSM00020891,2011-02-01,TMIN,-393
RSM00020891,2011-02-01,TMAX,-335
RSM00020891,2014-07-30,TMAX,225
RSM00020891,2010-11-25,TMIN,-426
RSM00020891,2010-11-25,TMAX,-360
RSM00020891,2005-01-10,TMAX,-186
RSM00020891,2012-10-09,TMAX,-41
RSM00020891,2013-01-24,TMIN,-384
RSM00020891,2013-01-24,TMAX,-205
RSM00020891,2007-11-27,TMAX,-224
RSM00020891,2007-11-27,TMIN,-316
RSM00020891,2008-04-18,TMAX,-178
RSM00020891,2008-04-18,TMIN,-298
RSM00020891,2008-06-30,TMIN,10
RSM00020891,2008-06-30,TMAX,86
RSM00020891,2006-03-06,TMAX,-262
RSM00020891,2006-03-06,TMIN,-323
RSM00020891,2012-10-22,TMAX,-228
RSM00020891,2012-05-14,TMIN,-23
RSM00020891,2012-05-14,TMAX,47
RSM00020891,2012-10-22,TMIN,-283
RSM00020891,2006-05-15,TMAX,-93
RSM00020891,2006-05-15,TMIN,-214
RSM00020891,2013-02-04,TMAX,-415
RSM00020891,2007-04-30,TMIN,-158
RSM00020891,2007-04-30,TMAX,-44
RSM00020891,2009-11-25,TMAX,-222
